订单ID,门店城市,购买渠道,性别,年龄,购买日期,商品编号,收益总额,订单量,商品量
25104,上海,线下,女,33,2020-09-27,No.277,221,2,3
49246,&nbsp南京,线下,男,31,2020-09-25,No.005,99,1,1
15670,北 京,线下,女,29,2020-09-25,No.005,81,1,1
40625,深圳,线下,女,36,2020-09-27,No.005,80,1,1
34524,南京 ,线下,女,37,2020-09-27,No.005,162,2,2
50044,杭州,线下,女,20,2020-09-27,No.005,101,1,1
10078,上海,线下,女,38,2020-09-25,No.005,159,2,2
49167,武汉,线下,男,69,2020-09-26,No.277,81,1,1
51273,南京 ,线上,男,61,2020-09-26,No.277,55,1,1
51712,武汉,线上,女,23,2020-09-27,No.906,39,1,1
53166,南京 ,线上,男,68,2020-09-23,No.906,40,1,1
50049,上海,线下,男,21,2020-09-25,No.005,100,1,1
49742,南京,线下,男,36,2020-09-26,No.343,79,1,1
17494,南京 ,线上,男,26,2020-09-27,No.906,33,1,1
50795,南京 ,线下,女,36,2020-09-23,No.005,99,1,1
12661,杭州,线下,男,31,2020-09-25,No.902,305,3,3
11712,深圳,线下,女,57,2020-09-26,No.305,100,1,1
51742,武汉,线上,男,42,2020-09-23,No.005,101,1,1
40295,杭州,线下,男,26,2020-09-26,No.005,299,3,3
53754,北/京,线下,男,36,2020-09-24,No.906,136,3,4
17112,武汉,线上,男,29,2020-09-26,No.902,280,2,2
16249,杭州,线下,女,20,2020-09-23,No.005,70,1,1
47646,南京 ,线上,女,32,2020-09-23,No.005,284,4,4
23763,杭州,线下,女,31,2020-09-21,No.277,300,1,2
42950,南京,线下,男,31,2020-09-24,No.277,405,2,2
27408,上海,线下,女,53,2020-09-24,No.005,80,1,1
53424,深圳,线下,男,20,2020-09-24,No.343,27,1,1
44020,北/京,线下,女,18,2020-09-27,No.277,105,1,1
40264,北京,线下,女,40,2020-09-26,No.902,200,1,1
46991,北京,线下,女,44,2020-09-24,No.343,48,2,2
23415,南京 ,线下,男,29,2020-09-24,No.343,27,1,1
17914,深圳,线下,女,28,2020-09-24,No.005,159,2,2
42758,深圳,线下,女,38,2020-09-26,No.906,81,1,1
50350,上海,线下,女,49,2020-09-22,No.277,161,2,2
17486,北 京,线下,女,58,2020-09-24,No.005,99,2,2
45382,北 京,线下,女,38,2020-09-25,No.005,101,1,1
30043,深圳,线下,女,42,2020-09-22,No.005,79,1,1
40682,深圳,线下,女,53,2020-09-24,No.906,33,1,1
48056,杭州,线下,男,32,2020-09-24,No.005,60,1,1
43088,武汉,线下,女,32,2020-09-22,No.782,80,2,2
42766,南京 ,线上,女,43,2020-09-27,No.005,59,1,1
29753,&nbsp南京,线下,女,28,2020-09-23,No.005,50,1,1
15589,深圳,线下,女,37,2020-09-25,No.005,297,3,3
10416,&nbsp南京,线下,女,31,2020-09-23,No.005,119,3,3
11466,南京 ,线上,男,24,2020-09-26,No.005,79,1,1
37580,北 京,线下,男,35,2020-09-27,No.277,57,1,1
12719,武汉,线上,女,29,2020-09-22,No.005,80,1,1
24377,北 京,线下,女,23,2020-09-24,No.277,53,1,4
37747,武汉,线下,女,42,2020-09-23,No.005,58,1,1
11207,北京,线下,男,40,2020-09-25,No.005,238,3,3
13962,&nbsp南京,线下,女,35,2020-09-27,No.005,79,1,1
51541,北 京,线下,男,36,2020-09-23,No.005,80,1,1
53615,&nbsp南京,线上,女,42,2020-09-27,No.173,253,1,1
45923,北 京,线下,女,31,2020-09-26,No.005,120,2,2
32627,武汉,线上,男,36,2020-09-27,No.005,95,1,1
36238,南京 ,线下,女,30,2020-09-24,No.173,200,1,1
46609,武汉,线上,男,50,2020-09-22,No.173,101,1,1
28315,杭州,线下,女,44,2020-09-27,No.906,33,1,1
46341,&nbsp南京,线上,女,66,2020-09-27,No.782,151,1,1
51106,武汉,线上,男,26,2020-09-26,No.906,33,1,1
15876,北京,线下,女,32,2020-09-22,No.305,144,3,4
54553,北 京,线下,女,28,2020-09-25,No.005,38,1,1
40635,深圳,线下,男,39,2020-09-23,No.005,101,1,1
53535,深圳,线下,女,40,2020-09-25,No.782,810,5,5
43440,上海,线下,女,29,2020-09-23,No.005,80,1,1
12451,深圳,线下,女,59,2020-09-27,No.902,80,1,1
46145,武汉,线上,女,48,2020-09-27,No.277,81,1,1
41124,南京 ,线上,女,25,2020-09-27,No.343,39,1,1
18492,深圳,线下,女,29,2020-09-27,No.577,358,2,2
12038,深圳,线下,女,34,2020-09-26,No.005,203,1,2
34198,武汉,线下,女,26,2020-09-26,No.906,116,3,3
52431,北/京,线下,女,41,2020-09-26,No.005,81,1,1
44891,&nbsp南京,线下,女,22,2020-09-25,No.005,202,3,3
41774,北/京,线下,女,44,2020-09-24,No.277,55,1,1
45523,上海,线上,男,32,2020-09-23,No.005,60,1,1
37020,深圳,线下,男,29,2020-09-26,No.005,201,2,2
11486,南京 ,线上,女,42,2020-09-26,No.005,59,1,1
54144,杭州,线下,女,20,2020-09-27,No.005,161,2,2
23884,深圳,线下,男,53,2020-09-25,No.906,67,1,2
51371,杭州,线下,女,36,2020-09-26,No.005,81,1,1
14679,&nbsp南京,线下,女,37,2020-09-26,No.277,175,3,3
17933,武汉,线下,男,39,2020-09-22,No.005,80,1,1
14102,北 京,线下,女,58,2020-09-26,No.005,81,1,1
44532,深圳,线下,男,28,2020-09-26,No.173,253,1,1
48677,深圳,线下,男,36,2020-09-26,No.305,39,1,1
27603,北/京,线下,男,44,2020-09-26,No.277,140,1,1
41479,北京,线下,女,25,2020-09-24,No.005,79,1,1
34497,深圳,线下,女,34,2020-09-27,No.277,162,1,2
44775,武汉,线下,男,29,2020-09-25,No.343,25,1,1
39049,&nbsp南京,线下,男,32,2020-09-21,No.005,80,1,1
54286,深圳,线下,男,30,2020-09-23,No.906,40,1,1
48071,杭州,线下,男,36,2020-09-27,No.343,81,1,3
34040,杭州,线下,男,22,2020-09-25,No.173,201,2,2
53765,南京,线下,男,45,2020-09-25,No.277,72,1,1
19538,深圳,线下,女,23,2020-09-26,No.005,79,1,1
41767,深圳,线下,女,34,2020-09-26,No.343,39,1,1
27896,深圳,线下,女,32,2020-09-23,No.906,122,2,3
50440,杭州,线下,女,49,2020-09-26,No.906,67,1,2
39482,上海,线上,男,30,2020-09-25,No.005,101,1,1
36211,武汉,线下,女,23,2020-09-23,No.902,306,2,2
27673,深圳,线下,女,31,2020-09-23,No.005,99,1,1
51717,北/京,线下,男,28,2020-09-21,No.005,159,2,2
44787,&nbsp南京,线下,女,35,2020-09-26,No.782,286,2,2
53804,南京,线下,男,20,2020-09-26,No.902,219,3,3
47647,杭州,线下,女,36,2020-09-26,No.277,36,1,1
53411,北 京,线下,女,63,2020-09-27,No.005,100,1,1
30429,深圳,线下,女,45,2020-09-21,No.277,2763,16,16
43022,深圳,线下,女,28,2020-09-25,No.277,99,1,2
17249,深圳,线下,男,20,2020-09-21,No.005,244,3,3
14276,杭州,线下,男,37,2020-09-24,No.005,60,1,1
50563,北/京,线下,女,42,2020-09-23,No.005,98,1,1
17073,深圳,线下,女,25,2020-09-24,No.173,461,2,2
50813,上海,线上,女,39,2020-09-22,No.902,80,1,1
14035,南京 ,线上,女,38,2020-09-23,No.005,98,2,2
21993,杭州,线下,女,26,2020-09-27,No.277,77,1,1
33604,杭州,线下,女,28,2020-09-27,No.005,39,1,1
46095,武汉,线下,女,41,2020-09-22,No.782,121,2,2
22448,南京 ,线下,男,32,2020-09-24,No.902,99,1,1
23999,北/京,线下,男,62,2020-09-27,No.005,79,1,1
53026,武汉,线下,女,20,2020-09-23,No.005,100,1,1
53352,深圳,线下,女,33,2020-09-26,No.005,81,1,1
47366,上海,线下,女,29,2020-09-23,No.902,151,1,1
48254,武汉,线上,男,34,2020-09-26,No.173,200,1,1
24599,杭州,线下,女,34,2020-09-21,No.005,346,3,4
38305,深圳,线下,女,56,2020-09-27,No.902,151,1,1
10132,&nbsp南京,线下,女,18,2020-09-27,No.343,39,1,1
34758,武汉,线上,男,28,2020-09-26,No.906,40,1,1
26815,杭州,线下,女,58,2020-09-24,No.277,99,1,1
51736,南京 ,线上,男,20,2020-09-22,No.902,106,1,1
25371,武汉,线下,女,26,2020-09-25,No.005,161,2,2
12275,杭州,线下,男,36,2020-09-22,No.005,100,1,1
15816,杭州,线下,女,28,2020-09-25,No.906,40,1,1
14924,杭州,线下,男,38,2020-09-26,No.005,161,1,2
25657,南京,线下,女,52,2020-09-24,No.005,100,1,1
13802,上海,线下,男,20,2020-09-24,No.005,575,5,6
26224,上海,线上,女,36,2020-09-27,No.005,409,1,2
28441,南京,线下,女,45,2020-09-25,No.305,101,1,1
37069,武汉,线上,女,25,2020-09-24,No.906,309,6,8
16541,南京 ,线上,女,37,2020-09-27,No.782,178,3,3
19991,上海,线下,女,41,2020-09-26,No.277,116,2,2
25855,武汉,线下,女,34,2020-09-26,No.277,56,1,1
13946,北/京,线下,女,35,2020-09-23,No.005,60,1,1
40822,杭州,线下,女,49,2020-09-23,No.906,67,1,2
31314,杭州,线下,女,25,2020-09-22,No.005,409,2,2
45436,南京 ,线上,男,30,2020-09-23,No.343,53,2,2
34703,上海,线下,男,25,2020-09-26,No.577,202,1,1
33279,武汉,线下,女,31,2020-09-27,No.577,159,2,2
45386,上海,线上,女,43,2020-09-22,No.782,200,1,1
50012,杭州,线下,女,30,2020-09-24,No.005,58,1,1
51857,南京 ,线上,女,42,2020-09-22,No.005,39,1,1
37397,杭州,线下,女,25,2020-09-26,No.277,200,1,1
26751,北 京,线下,女,27,2020-09-26,No.005,60,1,1
25599,武汉,线上,女,32,2020-09-21,No.343,27,1,1
43924,北/京,线下,男,27,2020-09-24,No.906,81,2,2
44088,深圳,线下,女,37,2020-09-25,No.005,241,4,4
10945,深圳,线下,女,27,2020-09-27,No.005,673,9,13
21376,武汉,线下,女,36,2020-09-21,No.277,135,2,2
25310,杭州,线下,女,46,2020-09-24,No.173,201,2,2
41550,北 京,线下,女,28,2020-09-23,No.577,204,1,1
28585,杭州,线下,男,25,2020-09-24,No.005,81,1,1
12512,南京 ,线上,男,20,2020-09-26,No.343,20,1,1
29865,北/京,线下,女,37,2020-09-26,No.005,100,1,1
32559,北京,线下,女,41,2020-09-26,No.005,200,3,3
45926,北/京,线下,男,69,2020-09-25,No.005,201,1,2
21820,上海,线下,女,54,2020-09-27,No.005,60,1,1
35240,深圳,线下,女,24,2020-09-26,No.782,39,2,2
30356,上海,线上,女,54,2020-09-26,No.902,101,1,1
11827,深圳,线下,女,33,2020-09-26,No.005,161,2,2
25845,北京,线下,女,35,2020-09-26,No.902,60,1,1
19980,南京 ,线下,女,68,2020-09-22,No.577,202,1,1
34184,深圳,线下,女,25,2020-09-26,No.005,101,1,1
10211,武汉,线上,女,25,2020-09-27,No.277,57,1,1
43209,北京,线下,男,26,2020-09-27,No.343,133,3,5
17739,南京 ,线下,男,34,2020-09-22,No.173,245,1,1
27605,南京 ,线上,女,57,2020-09-24,No.343,10,1,1
10896,北 京,线下,男,34,2020-09-27,No.005,80,2,2
47828,南京 ,线下,女,39,2020-09-24,No.343,26,1,1
36135,武汉,线下,女,26,2020-09-21,No.305,33,1,1
16202,武汉,线上,男,25,2020-09-26,No.277,602,3,3
31909,深圳,线下,男,43,2020-09-23,No.343,79,1,1
11316,深圳,线下,男,24,2020-09-26,No.005,322,3,4
27700,深圳,线下,男,33,2020-09-27,No.343,26,1,1
45165,武汉,线上,女,37,2020-09-26,No.005,81,1,1
10083,北 京,线下,女,35,2020-09-27,No.782,151,1,1
10875,深圳,线下,保密,保密,2020-09-26,No.005,60,1,1
34548,上海,线下,女,43,2020-09-24,No.005,60,1,1
11380,南京,线下,女,39,2020-09-25,No.005,264,3,3
54440,杭州,线下,女,38,2020-09-22,No.005,79,1,1
23231,深圳,线下,男,26,2020-09-26,No.343,20,1,1
34075,北 京,线上,女,52,2020-09-27,No.906,33,1,1
17695,武汉,线下,女,30,2020-09-27,No.005,350,3,3
18800,&nbsp南京,线下,男,32,2020-09-26,No.277,99,1,1
20838,深圳,线下,女,30,2020-09-24,No.005,399,3,4
19190,&nbsp南京,线上,女,37,2020-09-25,No.906,40,1,1
34470,上海,线上,女,40,2020-09-27,No.305,98,1,1
44194,南京 ,线上,女,52,2020-09-23,No.305,73,2,2
34105,深圳,线下,女,23,2020-09-26,No.005,99,1,1
31891,武汉,线上,男,33,2020-09-26,No.305,39,1,1
37499,武汉,线上,女,16,2020-09-25,No.005,80,1,1
27060,深圳,线下,男,66,2020-09-23,No.173,203,2,2
34350,&nbsp南京,线下,女,49,2020-09-21,No.906,81,1,2
46965,武汉,线上,女,34,2020-09-22,No.782,100,2,2
53784,武汉,线下,女,45,2020-09-22,No.305,399,4,4
40814,北/京,线下,女,34,2020-09-25,No.005,199,4,4
40166,深圳,线下,女,46,2020-09-26,No.277,161,1,2
21989,深圳,线下,女,32,2020-09-23,No.005,80,1,1
12317,北/京,线下,女,47,2020-09-27,No.005,60,1,1
12242,上海,线下,女,22,2020-09-24,No.005,509,4,5
33732,南京 ,线上,男,30,2020-09-24,No.173,202,1,1
23556,深圳,线下,女,21,2020-09-26,No.005,234,2,4
38769,&nbsp南京,线下,男,46,2020-09-27,No.005,100,1,1
24773,深圳,线下,男,68,2020-09-27,No.005,80,1,1
27984,&nbsp南京,线下,男,25,2020-09-27,No.782,202,1,1
33097,武汉,线上,男,43,2020-09-26,No.005,59,1,1
53098,上海,线下,女,54,2020-09-23,No.577,200,1,1
41279,深圳,线下,女,39,2020-09-25,No.305,80,1,1
20281,上海,线上,女,35,2020-09-26,No.782,409,2,2
12011,深圳,线下,女,28,2020-09-26,No.005,77,1,1
29101,深圳,线下,女,39,2020-09-21,No.005,256,5,6
49154,南京 ,线上,女,16,2020-09-27,No.343,10,1,1
17877,&nbsp南京,线下,男,26,2020-09-27,No.005,80,1,1
15641,杭州,线下,男,36,2020-09-23,No.343,27,1,1
28442,深圳,线下,女,21,2020-09-25,No.577,300,2,2
44536,上海,线下,女,36,2020-09-27,No.782,238,3,4
50683,杭州,线下,女,37,2020-09-26,No.005,153,1,1
34643,北京,线下,男,37,2020-09-26,No.343,39,1,1
18770,北/京,线下,女,31,2020-09-26,No.005,81,1,1
40385,武汉,线下,女,27,2020-09-27,No.277,99,1,1
15843,上海,线下,女,25,2020-09-27,No.005,79,1,1
11620,北/京,线下,女,25,2020-09-25,No.005,81,1,1
26793,&nbsp南京,线下,男,61,2020-09-26,No.005,80,1,1
46757,上海,线下,女,39,2020-09-27,No.005,60,1,1
25055,&nbsp南京,线下,女,39,2020-09-23,No.005,159,2,2
29972,上海,线上,女,46,2020-09-26,No.277,57,1,1
44917,北 京,线下,男,60,2020-09-27,No.906,74,2,2
47123,杭州,线下,女,27,2020-09-26,No.005,101,1,1
27617,武汉,线下,女,27,2020-09-26,No.005,39,1,1
12537,深圳,线下,女,30,2020-09-23,No.906,66,2,2
49504,深圳,线下,女,34,2020-09-26,No.343,50,1,1
25225,深圳,线下,女,27,2020-09-27,No.005,100,1,1
47168,深圳,线下,男,31,2020-09-24,No.343,53,2,2
15608,北京,线下,男,36,2020-09-25,No.902,200,1,1
28344,深圳,线下,女,26,2020-09-26,No.782,39,1,1
21439,武汉,线下,女,50,2020-09-26,No.005,79,1,1
43183,北 京,线下,女,38,2020-09-26,No.277,145,1,1
28570,杭州,线下,女,45,2020-09-25,No.005,114,1,2
28105,&nbsp南京,线下,女,24,2020-09-27,No.277,202,1,1
39048,南京 ,线上,女,29,2020-09-24,No.005,456,2,2
47833,杭州,线下,女,34,2020-09-24,No.005,79,1,1
54534,武汉,线上,女,54,2020-09-24,No.277,224,3,4
43580,深圳,线下,女,37,2020-09-26,No.577,468,5,5
18628,杭州,线下,女,41,2020-09-27,No.902,79,1,1
35442,北 京,线下,女,63,2020-09-23,No.277,194,1,1
39153,&nbsp南京,线下,男,25,2020-09-26,No.005,99,1,1
14605,杭州,线下,女,43,2020-09-26,No.277,153,1,1
42537,北/京,线下,女,49,2020-09-26,No.005,60,1,1
16282,北 京,线下,女,31,2020-09-24,No.902,683,10,10
48184,杭州,线下,男,30,2020-09-21,No.005,54,1,1
42588,南京,线下,男,66,2020-09-21,No.277,811,4,4
43572,北/京,线下,男,28,2020-09-22,No.305,232,5,6
38023,上海,线下,女,38,2020-09-26,No.005,162,2,2
11583,武汉,线下,女,46,2020-09-23,No.277,79,1,1
19107,杭州,线下,女,35,2020-09-27,No.005,81,1,1
30143,深圳,线下,男,60,2020-09-22,No.005,120,2,2
34899,南京 ,线下,男,21,2020-09-23,No.005,99,1,1
35605,武汉,线下,男,20,2020-09-26,No.902,150,1,1
25616,杭州,线下,女,24,2020-09-22,No.277,200,1,1
14074,深圳,线下,女,19,2020-09-24,No.005,302,3,3
46427,北 京,线下,女,34,2020-09-26,No.005,121,1,2
31706,杭州,线下,女,48,2020-09-22,No.005,80,1,1
44804,南京 ,线上,男,32,2020-09-23,No.277,55,1,1
43236,南京 ,线上,男,37,2020-09-26,No.343,19,1,1
16077,北 京,线下,女,30,2020-09-27,No.005,81,1,1
29760,深圳,线下,男,20,2020-09-22,No.277,77,1,1
48413,南京 ,线下,男,44,2020-09-25,No.343,19,1,1
30717,北 京,线下,男,24,2020-09-24,No.906,40,1,1
32823,南京 ,线下,女,36,2020-09-24,No.305,75,1,2
47665,&nbsp南京,线下,女,25,2020-09-26,No.005,81,1,1
16737,北/京,线下,男,47,2020-09-26,No.906,159,1,4
12024,武汉,线上,男,28,2020-09-26,No.906,33,1,1
52346,武汉,线下,女,67,2020-09-26,No.782,120,2,2
47079,武汉,线上,女,40,2020-09-26,No.277,180,2,2
33059,深圳,线下,男,31,2020-09-23,No.005,235,2,3
29781,深圳,线下,男,38,2020-09-26,No.005,79,1,1
28756,&nbsp南京,线下,男,34,2020-09-23,No.005,60,1,1
46983,南京,线下,女,41,2020-09-27,No.005,95,1,1
25212,杭州,线下,男,27,2020-09-23,No.005,121,2,2
13723,南京 ,线下,女,37,2020-09-26,No.906,33,1,1
34425,武汉,线下,女,35,2020-09-22,No.782,60,1,1
34248,上海,线下,女,33,2020-09-26,No.902,1052,7,15
18657,杭州,线下,男,28,2020-09-25,No.305,153,1,1
13001,北/京,线下,女,20,2020-09-25,No.305,39,1,1
27299,武汉,线下,女,35,2020-09-26,No.277,132,1,1
53907,武汉,线上,男,28,2020-09-24,No.005,100,1,1
28322,上海,线下,女,36,2020-09-25,No.277,95,2,2
26308,杭州,线下,男,25,2020-09-27,No.906,33,1,1
21035,南京 ,线上,男,36,2020-09-23,No.782,121,2,2
16141,深圳,线下,女,29,2020-09-21,No.005,59,1,1
15644,武汉,线下,女,22,2020-09-27,No.005,100,1,1
33289,杭州,线下,女,36,2020-09-25,No.005,178,3,3
34665,杭州,线下,女,35,2020-09-26,No.782,119,2,2
24794,深圳,线下,女,24,2020-09-25,No.005,40,1,1
39550,&nbsp南京,线上,女,45,2020-09-23,No.005,40,1,1
11942,杭州,线下,女,38,2020-09-27,No.343,60,1,3
18390,&nbsp南京,线下,男,36,2020-09-22,No.277,54,1,1
48945,武汉,线下,女,29,2020-09-26,No.005,60,1,1
36924,深圳,线下,女,38,2020-09-25,No.902,768,9,12
16122,武汉,线上,女,46,2020-09-26,No.005,101,1,1
14945,北 京,线上,男,32,2020-09-22,No.906,153,3,4
35264,杭州,线下,女,27,2020-09-22,No.005,199,2,2
52014,上海,线下,男,40,2020-09-22,No.906,120,2,3
15429,北/京,线下,女,24,2020-09-26,No.343,20,1,1
45553,北/京,线下,女,42,2020-09-24,No.277,59,1,1
36593,北/京,线下,男,69,2020-09-27,No.173,204,1,1
37094,杭州,线下,女,31,2020-09-26,No.005,101,1,1
49216,&nbsp南京,线下,女,31,2020-09-26,No.305,121,2,2
22701,深圳,线下,女,35,2020-09-26,No.005,80,1,1
11530,杭州,线下,女,24,2020-09-26,No.005,81,1,1
17194,北京,线下,女,25,2020-09-22,No.902,153,1,1
48460,杭州,线下,女,32,2020-09-26,No.906,73,2,2
45729,南京 ,线上,男,37,2020-09-23,No.305,99,1,1
41825,&nbsp南京,线下,女,37,2020-09-22,No.577,204,1,1
39642,杭州,线下,女,39,2020-09-22,No.782,121,2,2
49904,南京 ,线上,女,30,2020-09-27,No.782,60,1,1
24833,南京 ,线下,女,30,2020-09-27,No.005,60,1,1
52436,深圳,线下,女,28,2020-09-24,No.005,99,1,1
47288,北京,线下,女,34,2020-09-21,No.173,202,1,1
43568,北/京,线下,男,25,2020-09-25,No.005,79,1,1
33647,北 京,线下,男,22,2020-09-26,No.343,26,1,1
11061,深圳,线下,男,25,2020-09-27,No.005,201,2,2
47391,南京 ,线下,女,55,2020-09-26,No.782,251,2,3
52843,北京,线下,男,31,2020-09-26,No.005,99,1,1
26255,南京 ,线上,女,21,2020-09-23,No.902,200,1,1
52816,北/京,线下,男,24,2020-09-26,No.305,106,3,3
40214,上海,线下,女,33,2020-09-26,No.277,151,1,1
53934,杭州,线下,女,25,2020-09-25,No.277,170,3,3
53648,深圳,线下,女,21,2020-09-24,No.343,32,2,2
36650,深圳,线下,女,44,2020-09-24,No.906,40,1,1
45882,杭州,线下,男,65,2020-09-21,No.005,100,1,1
34461,上海,线下,女,53,2020-09-23,No.277,151,1,1
40761,武汉,线下,男,25,2020-09-27,No.305,79,1,2
49328,深圳,线下,女,25,2020-09-23,No.005,120,1,2
39042,武汉,线上,女,21,2020-09-23,No.343,135,2,2
50220,武汉,线上,男,60,2020-09-23,No.005,60,1,1
22301,上海,线下,女,35,2020-09-21,No.277,80,1,1
53067,南京 ,线上,男,38,2020-09-23,No.005,101,1,1
12270,南京 ,线下,女,57,2020-09-26,No.005,60,1,1
45725,深圳,线下,女,30,2020-09-26,No.005,199,2,2
38235,深圳,线下,女,25,2020-09-24,No.005,649,7,7
50607,杭州,线下,女,30,2020-09-24,No.005,101,1,1
42240,杭州,线下,女,30,2020-09-27,No.005,101,1,1
16863,杭州,线下,男,64,2020-09-23,No.277,49,1,1
23318,北/京,线下,男,20,2020-09-22,No.005,100,1,1
43464,杭州,线下,女,33,2020-09-26,No.005,131,1,1
23545,上海,线下,女,48,2020-09-27,No.902,150,1,1
25073,杭州,线下,男,20,2020-09-25,No.005,81,1,1
31522,北 京,线下,男,17,2020-09-25,No.005,101,1,1
46364,北 京,线下,男,66,2020-09-22,No.782,81,1,1
47474,上海,线上,男,26,2020-09-26,No.305,39,1,1
30774,&nbsp南京,线下,男,36,2020-09-27,No.906,39,1,1
30354,&nbsp南京,线上,男,24,2020-09-21,No.305,74,2,2
44857,&nbsp南京,线上,女,59,2020-09-27,No.343,40,1,1
30001,杭州,线下,女,27,2020-09-26,No.906,40,1,1
45798,武汉,线下,保密,保密,2020-09-26,No.005,99,1,1
41238,上海,线上,女,32,2020-09-21,No.343,81,2,3
35432,深圳,线下,女,30,2020-09-27,No.277,259,3,4
31819,深圳,线下,女,41,2020-09-27,No.782,808,4,4
44518,武汉,线下,男,61,2020-09-24,No.005,79,1,1
24738,南京 ,线下,女,33,2020-09-25,No.005,100,1,1
23043,&nbsp南京,线下,女,38,2020-09-22,No.343,25,1,1
26503,南京 ,线上,女,17,2020-09-27,No.173,153,1,1
41736,上海,线下,女,35,2020-09-24,No.005,121,2,2
13241,武汉,线下,男,22,2020-09-26,No.277,36,1,1
20883,杭州,线下,女,36,2020-09-23,No.005,100,1,1
37016,上海,线下,女,47,2020-09-25,No.005,79,1,1
38625,南京 ,线上,女,34,2020-09-25,No.277,151,1,1
14535,上海,线下,男,38,2020-09-26,No.343,26,1,1
32377,南京 ,线下,女,41,2020-09-22,No.005,101,1,1
12996,武汉,线上,保密,保密,2020-09-27,No.906,67,1,2
23195,南京,线下,女,53,2020-09-23,No.277,614,3,3
25203,南京,线下,女,30,2020-09-27,No.782,682,4,4
24429,南京 ,线上,男,32,2020-09-27,No.343,110,2,4
14818,北京,线下,女,58,2020-09-21,No.343,81,1,1
20970,武汉,线下,女,20,2020-09-25,No.005,100,1,1
28264,上海,线下,女,46,2020-09-27,No.005,161,2,2
34990,北/京,线下,男,30,2020-09-26,No.902,239,2,3
14174,深圳,线下,女,32,2020-09-22,No.005,119,2,2
46714,南京,线下,女,30,2020-09-26,No.005,134,2,2
28128,武汉,线下,男,26,2020-09-26,No.906,41,1,1
23207,南京 ,线上,男,26,2020-09-27,No.005,80,1,1
42136,杭州,线下,女,34,2020-09-24,No.782,138,3,3
30256,南京 ,线下,男,33,2020-09-27,No.005,101,1,1
39989,南京 ,线下,女,35,2020-09-23,No.005,162,2,2
49532,南京 ,线下,女,43,2020-09-24,No.577,159,2,2
19906,北京,线下,女,37,2020-09-25,No.005,337,4,4
13316,杭州,线下,女,39,2020-09-26,No.005,406,5,5
37369,杭州,线下,女,58,2020-09-25,No.005,94,1,1
17000,武汉,线下,女,49,2020-09-22,No.005,81,1,1
15616,南京 ,线下,女,26,2020-09-25,No.906,33,1,1
54321,南京,线下,女,42,2020-09-23,No.005,119,3,3
19782,&nbsp南京,线上,男,22,2020-09-27,No.005,70,1,1
45575,北/京,线下,女,41,2020-09-22,No.782,151,1,1
44283,&nbsp南京,线下,女,27,2020-09-25,No.277,130,1,1
46987,北京,线下,男,22,2020-09-23,No.906,121,2,3
23227,武汉,线上,女,23,2020-09-27,No.005,478,5,6
24805,&nbsp南京,线下,男,44,2020-09-26,No.343,39,1,1
25242,北 京,线下,女,30,2020-09-24,No.277,134,2,2
37239,南京 ,线上,男,22,2020-09-26,No.343,88,3,4
51484,杭州,线下,女,37,2020-09-24,No.005,507,2,2
20575,深圳,线下,男,27,2020-09-27,No.277,683,4,4
25457,杭州,线下,男,26,2020-09-27,No.305,33,1,1
10810,武汉,线上,男,67,2020-09-23,No.005,79,1,1
35472,上海,线下,女,39,2020-09-26,No.277,49,1,1
22355,杭州,线下,女,29,2020-09-22,No.277,204,1,1
14513,深圳,线下,女,23,2020-09-26,No.005,70,1,1
53093,北 京,线下,男,25,2020-09-26,No.005,101,1,1
36992,杭州,线下,女,29,2020-09-22,No.005,56,1,1
26393,武汉,线上,女,22,2020-09-26,No.343,79,1,1
30487,&nbsp南京,线下,男,40,2020-09-25,No.277,46,1,1
17648,北 京,线上,女,32,2020-09-24,No.343,27,1,1
41359,南京,线下,男,30,2020-09-22,No.277,230,3,3
16594,武汉,线下,男,61,2020-09-27,No.277,202,1,1
26201,武汉,线上,男,27,2020-09-27,No.005,409,2,2
22404,深圳,线下,男,34,2020-09-27,No.343,27,1,1
34217,北/京,线下,女,32,2020-09-27,No.906,66,1,2
25561,上海,线下,男,29,2020-09-27,No.005,99,1,1
30792,&nbsp南京,线下,男,32,2020-09-22,No.277,79,1,1
51158,武汉,线上,男,32,2020-09-23,No.173,659,3,3
38195,北 京,线下,男,30,2020-09-26,No.005,80,1,1
21243,武汉,线上,女,44,2020-09-26,No.005,95,1,1
35020,北 京,线下,女,26,2020-09-27,No.005,60,1,1
13740,武汉,线下,男,35,2020-09-22,No.277,57,1,1
42371,上海,线下,男,33,2020-09-27,No.005,39,1,1
19330,北/京,线下,男,20,2020-09-27,No.906,40,1,1
24084,武汉,线上,男,38,2020-09-27,No.005,203,2,2
54577,南京 ,线下,女,22,2020-09-25,No.173,202,1,1
13557,武汉,线上,男,40,2020-09-26,No.906,134,2,4
21302,&nbsp南京,线上,女,29,2020-09-27,No.782,59,1,1
49683,武汉,线下,女,36,2020-09-25,No.577,405,2,2
39850,深圳,线下,男,38,2020-09-26,No.277,49,1,1
11314,武汉,线上,女,46,2020-09-22,No.005,99,1,1
27560,武汉,线下,女,26,2020-09-25,No.005,159,2,2
33651,北 京,线下,女,56,2020-09-27,No.902,59,1,1
51473,上海,线下,男,29,2020-09-26,No.005,95,1,1
19791,深圳,线下,女,46,2020-09-26,No.343,81,1,1
